periodo,recuento,fecha
2018-2,6145,1530403200000000000
2019-1,6141,1546300800000000000
2019-2,6182,1561939200000000000
2020-1,6138,1577836800000000000
2020-2,5852,1593561600000000000
2021-1,6041,1609459200000000000
2021-2,6090,1625097600000000000
2022-1,6149,1640995200000000000
2022-2,6171,1656633600000000000
2023-1,6200,1672531200000000000
2023-2,6298,1688169600000000000
2024-1,6325,1704067200000000000
2024-2,6422,1719792000000000000
